name,roll_no,branch,year
Samira Verma,CSM1036,CSM,1
Ojas Mehta,CSM1037,CSM,1
Heena Thakur,CSM1038,CSM,1
Manav Bose,CSM1039,CSM,1
Esha Mahajan,CSM1040,CSM,1
Kavya Malhotra,CSM1041,CSM,1
Sahil Saxena,CSM1042,CSM,1
Mohan Jain,CSM1043,CSM,1
Harsha Lal,CSM1044,CSM,1
Qadir Thakur,CSM1045,CSM,1
Vani Shah,CSM1046,CSM,1
Nisha Shetty,CSM1047,CSM,1
Divya Devaraj,CSM1048,CSM,1
Yash Verma,CSM1049,CSM,1
Krishna Mishra,CSM1050,CSM,1
Yamini Saxena,EEE1001,EEE,1
Rohan Nair,EEE1002,EEE,1
Zeenat Reddy,EEE1003,EEE,1
Deepak Pillai,EEE1004,EEE,1
Advait Gopalakrishnan,EEE1005,EEE,1
Anika Ojha,EEE1006,EEE,1
Saanvi Sharma,EEE1007,EEE,1
Samira Mishra,EEE1008,EEE,1
Manav Gupta,EEE1009,EEE,1
Manav Shah,EEE1010,EEE,1
Kunal Joshi,EEE1011,EEE,1
Samira Jain,EEE1012,EEE,1
Komal Venkatesh,EEE1013,EEE,1
Qadir Rao,EEE1014,EEE,1
Anika Nambiar,EEE1015,EEE,1
Krishna Desai,EEE1016,EEE,1
Qadir Devaraj,EEE1017,EEE,1
Zara Trivedi,EEE1018,EEE,1
Ishita Lohia,EEE1019,EEE,1
Yug Ghosh,EEE1020,EEE,1
Sanya Sinha,EEE1021,EEE,1
Tejas Varghese,EEE1022,EEE,1
Farah Acharya,EEE1023,EEE,1
Arnav Iyer,EEE1024,EEE,1
Darsh Srivastava,EEE1025,EEE,1
Arnav Wagh,EEE1026,EEE,1
Darsh Ojha,EEE1027,EEE,1
Gopal Bose,EEE1028,EEE,1
Charan Iyengar,EEE1029,EEE,1
Aisha Sinha,EEE1030,EEE,1
Akash Devaraj,EEE1031,EEE,1
Dev Patel,EEE1032,EEE,1
Rakesh Hegde,EEE1033,EEE,1
Komal Dutta,EEE1034,EEE,1
Qadir Kapoor,EEE1035,EEE,1
Mira Verma,EEE1036,EEE,1
Neel Kulkarni,EEE1037,EEE,1
Bhavin Karnik,EEE1038,EEE,1
Vihaan Yadav,EEE1039,EEE,1
Yash Mishra,EEE1040,EEE,1
Akash Patel,EEE1041,EEE,1
Meera Joshi,EEE1042,EEE,1
Sneha Gandhi,EEE1043,EEE,1
Dev Jain,EEE1044,EEE,1
Nisha Venkatesh,EEE1045,EEE,1
Pooja Patel,EEE1046,EEE,1
Diya Xavier,EEE1047,EEE,1
Anika Devaraj,EEE1048,EEE,1
Varun Reddy,EEE1049,EEE,1
Varun Nambiar,EEE1050,EEE,1
Lakshya Acharya,CIV1001,CIV,1
Vikram Uttam,CIV1002,CIV,1
Heena Saxena,CIV1003,CIV,1
Yash Gopalakrishnan,CIV1004,CIV,1
Usha Sinha,CIV1005,CIV,1
Gauri Mahajan,CIV1006,CIV,1
Akash Dutta,CIV1007,CIV,1
Gopal Kulkarni,CIV1008,CIV,1
Farhan Gupta,CIV1009,CIV,1
Tanvi Pillai,CIV1010,CIV,1
Dhruv Agarwal,CIV1011,CIV,1
Ira Shetty,CIV1012,CIV,1
Darsh Yadav,CIV1013,CIV,1
Riya Wagh,CIV1014,CIV,1
Amaya Rastogi,CIV1015,CIV,1
Latha Zaveri,CIV1016,CIV,1
Vikram Dutta,CIV1017,CIV,1
Sahil Iyer,CIV1018,CIV,1
Dev Verma,CIV1019,CIV,1
Darsh Basu,CIV1020,CIV,1
Ojas Uttam,CIV1021,CIV,1
Arjun Fernandes,CIV1022,CIV,1
Ayaan Thakur,CIV1023,CIV,1
Bharat Fernandes,CIV1024,CIV,1
Tejas Dixit,CIV1025,CIV,1
Sahil Nambiar,CIV1026,CIV,1
Jai Zhao,CIV1027,CIV,1
Anika Hiremath,CIV1028,CIV,1
Ananya Sridhar,CIV1029,CIV,1
Wasim Sinha,CIV1030,CIV,1
Zoya Gopalakrishnan,CIV1031,CIV,1
Gautam Acharya,CIV1032,CIV,1
Pooja Mishra,CIV1033,CIV,1
Akash Naidu,CIV1034,CIV,1
Varun Zaveri,CIV1035,CIV,1
Mira Lal,CIV1036,CIV,1
Tushar Xavier,CIV1037,CIV,1
Pooja Wagh,CIV1038,CIV,1
Deepak Shah,CIV1039,CIV,1
Manav Joshi,CIV1040,CIV,1
Wasim Mahajan,CIV1041,CIV,1
Harsha Chopra,CIV1042,CIV,1
Rohan Wagh,CIV1043,CIV,1
Riya Xavier,CIV1044,CIV,1
Farah Upadhyay,CIV1045,CIV,1
Farah Sharma,CIV1046,CIV,1
Ishaan Lal,CIV1047,CIV,1
Janaki Shah,CIV1048,CIV,1
Rakesh Chakraborty,CIV1049,CIV,1
Bhavya Reddy,CIV1050,CIV,1
Zubin Wagh,MECH1001,MECH,1
Pooja Desai,MECH1002,MECH,1
Uday Gupta,MECH1003,MECH,1
Diya Bose,MECH1004,MECH,1
Aditi Singh,MECH1005,MECH,1
Vani Reddy,MECH1006,MECH,1
Esha Pandey,MECH1007,MECH,1
Naveen Sridhar,MECH1008,MECH,1
Mira Ojha,MECH1009,MECH,1
Vani Saxena,MECH1010,MECH,1
Ishan Srivastava,MECH1011,MECH,1
Karan Chandra,MECH1012,MECH,1
Prithvi Sinha,MECH1013,MECH,1
Aruna Devaraj,MECH1014,MECH,1
Rahul Nambiar,MECH1015,MECH,1
Meera Xavier,MECH1016,MECH,1
Aditi Reddy,MECH1017,MECH,1
Zoya Rao,MECH1018,MECH,1
Yash Shetty,MECH1019,MECH,1
Krishna Ghosh,MECH1020,MECH,1
Deepak Jain,MECH1021,MECH,1
Shreya Thakur,MECH1022,MECH,1
Manav Rastogi,MECH1023,MECH,1
Advait Acharya,MECH1024,MECH,1
Bhavin Hiremath,MECH1025,MECH,1
Harsha Qureshi,MECH1026,MECH,1
Rahul Verma,MECH1027,MECH,1
Aarav Fernandes,MECH1028,MECH,1
Naina Naidu,MECH1029,MECH,1
Aarav Sinha,MECH1030,MECH,1
Rudra Uttam,MECH1031,MECH,1
Krishna Sharma,MECH1032,MECH,1
Ayaan Jain,MECH1033,MECH,1
Irfan Xavier,MECH1034,MECH,1
Avni Verma,MECH1035,MECH,1
Samira Pandey,MECH1036,MECH,1
Gautam Menon,MECH1037,MECH,1
Mehul Chandra,MECH1038,MECH,1
Anish Dutta,MECH1039,MECH,1
Pari Acharya,MECH1040,MECH,1
Janaki Jain,MECH1041,MECH,1
Ritul Uttam,MECH1042,MECH,1
Pooja Chopra,MECH1043,MECH,1
Nikhil Karnik,MECH1044,MECH,1
Aisha Khan,MECH1045,MECH,1
Manav Fernandes,MECH1046,MECH,1
Shreya Menon,MECH1047,MECH,1
Farah Ojha,MECH1048,MECH,1
Sanya Saxena,MECH1049,MECH,1
Nisha Patel,MECH1050,MECH,1
Irfan Pillai,CSD1001,CSD,1
Dhruv Upadhyay,CSD1002,CSD,1
Advait Lohia,CSD1003,CSD,1
Divya Zhao,CSD1004,CSD,1
Ayaan Varghese,CSD1005,CSD,1
Tejas Pandey,CSD1006,CSD,1
Karan Kashyap,CSD1007,CSD,1
Yug Xavier,CSD1008,CSD,1
Esha Pillai,CSD1009,CSD,1
Divya Uttam,CSD1010,CSD,1
Ananya Iyengar,CSD1011,CSD,1
Kiara Khan,CSD1012,CSD,1
Isha Kashyap,CSD1013,CSD,1
Bharat Agarwal,CSD1014,CSD,1
Sneha Kashyap,CSD1015,CSD,1
Jai Dixit,CSD1016,CSD,1
Usha Pandey,CSD1017,CSD,1
Saanvi Malhotra,CSD1018,CSD,1
Neel Singh,CSD1019,CSD,1
Farah Nambiar,CSD1020,CSD,1
Sanya Karnik,CSD1021,CSD,1
Zara Fernandes,CSD1022,CSD,1
Gautam Uttam,CSD1023,CSD,1
Lakshya Mahajan,CSD1024,CSD,1
Gautam Trivedi,CSD1025,CSD,1
Yash Iyengar,CSD1026,CSD,1
Chaitra Uttam,CSD1027,CSD,1
Meera Chakraborty,CSD1028,CSD,1
Avni Kapoor,CSD1029,CSD,1
Vani Verma,CSD1030,CSD,1
Rahul Trivedi,CSD1031,CSD,1
Sahil Chopra,CSD1032,CSD,1
Amaya Pillai,CSD1033,CSD,1
Divya Varghese,CSD1034,CSD,1
Sneha Acharya,CSD1035,CSD,1
Meera Singh,CSD1036,CSD,1
Gautam Lal,CSD1037,CSD,1
Bharat Dutta,CSD1038,CSD,1
Mira Hegde,CSD1039,CSD,1
Naina Bhatt,CSD1040,CSD,1
Rohan Joshi,CSD1041,CSD,1
Heena Pandey,CSD1042,CSD,1
Aruna Shetty,CSD1043,CSD,1
Lakshya Saxena,CSD1044,CSD,1
Arjun Zhao,CSD1045,CSD,1
Pari Kulkarni,CSD1046,CSD,1
Sahil Kulkarni,CSD1047,CSD,1
Kunal Sridhar,CSD1048,CSD,1
Shreya Rao,CSD1049,CSD,1
Yash Gandhi,CSD1050,CSD,1
Chaitra Venkatesh,CSE2001,CSE,2
Uday Kulkarni,CSE2002,CSE,2
Bhavya Upadhyay,CSE2003,CSE,2
Jai Karnik,CSE2004,CSE,2
Sanya Chopra,CSE2005,CSE,2
Nikhil Acharya,CSE2006,CSE,2
Rudra Jain,CSE2007,CSE,2
Aditi Venkatesh,CSE2008,CSE,2
Riya Hegde,CSE2009,CSE,2
Vineet Verma,CSE2010,CSE,2
Shaurya Dutta,CSE2011,CSE,2
Bharat Basu,CSE2012,CSE,2
Mohan Wagh,CSE2013,CSE,2
Bhavya Hiremath,CSE2014,CSE,2
Kavya Gopalakrishnan,CSE2015,CSE,2
Ojas Dixit,CSE2016,CSE,2
Aditi Bose,CSE2017,CSE,2
Uday Xavier,CSE2018,CSE,2
Tushar Gupta,CSE2019,CSE,2
Karan Jain,CSE2020,CSE,2
Naina Ojha,CSE2021,CSE,2
Tejas Gandhi,CSE2022,CSE,2
Akash Rastogi,CSE2023,CSE,2
Komal Mishra,CSE2024,CSE,2
Darsh Gandhi,CSE2025,CSE,2
Pooja Gopalakrishnan,CSE2026,CSE,2
Prithvi Iyengar,CSE2027,CSE,2
Sanya Mahajan,CSE2028,CSE,2
Sahil Fernandes,CSE2029,CSE,2
Aisha Gupta,CSE2030,CSE,2
Darsh Karnik,CSE2031,CSE,2
Gautam Chandra,CSE2032,CSE,2
Esha Agarwal,CSE2033,CSE,2
Pranav Sridhar,CSE2034,CSE,2
Zubin Bhatt,CSE2035,CSE,2
Zoya Khan,CSE2036,CSE,2
Mehul Bose,CSE2037,CSE,2
Farah Joshi,CSE2038,CSE,2
Darsh Chandra,CSE2039,CSE,2
Aditi Karnik,CSE2040,CSE,2
Yash Acharya,CSE2041,CSE,2
Amaya Wagh,CSE2042,CSE,2
Jai Bhatt,CSE2043,CSE,2
Shaurya Sharma,CSE2044,CSE,2
Kiara Lal,CSE2045,CSE,2
Yamini Fernandes,CSE2046,CSE,2
Samar Nambiar,CSE2047,CSE,2
Shaurya Basu,CSE2048,CSE,2
Pavan Basu,CSE2049,CSE,2
Zara Bose,CSE2050,CSE,2
Meera Nair,ECE2001,ECE,2
Gautam Mahajan,ECE2002,ECE,2
Shaurya Shah,ECE2003,ECE,2
Naina Menon,ECE2004,ECE,2
Zara Lohia,ECE2005,ECE,2
Charan Devaraj,ECE2006,ECE,2
Pranav Singh,ECE2007,ECE,2
Zeenat Iyer,ECE2008,ECE,2
Kunal Xavier,ECE2009,ECE,2
Esha Dixit,ECE2010,ECE,2
Nisha Rastogi,ECE2011,ECE,2
Nandini Sen,ECE2012,ECE,2
Chaitra Sinha,ECE2013,ECE,2
Rohan Ghosh,ECE2014,ECE,2
Diya Wagh,ECE2015,ECE,2
Ishita Sen,ECE2016,ECE,2
Uday Khan,ECE2017,ECE,2
Advait Srivastava,ECE2018,ECE,2
Latha Upadhyay,ECE2019,ECE,2
Harsha Trivedi,ECE2020,ECE,2
Esha Kulkarni,ECE2021,ECE,2
Wasim Reddy,ECE2022,ECE,2
Gopal Srivastava,ECE2023,ECE,2
Latha Hegde,ECE2024,ECE,2
Aisha Chandra,ECE2025,ECE,2
Bhavya Ojha,ECE2026,ECE,2
Ishan Ojha,ECE2027,ECE,2
Dev Zaveri,ECE2028,ECE,2
Deepak Verma,ECE2029,ECE,2
Gopal Iyer,ECE2030,ECE,2
Rohan Patel,ECE2031,ECE,2
Aarav Khan,ECE2032,ECE,2
Zoya Sen,ECE2033,ECE,2
Gauri Kapoor,ECE2034,ECE,2
Kiara Sen,ECE2035,ECE,2
Karan Venkatesh,ECE2036,ECE,2
Mohan Karnik,ECE2037,ECE,2
Tushar Mehta,ECE2038,ECE,2
Sanya Kulkarni,ECE2039,ECE,2
Nandini Singh,ECE2040,ECE,2
Advait Sharma,ECE2041,ECE,2
Sanya Zhao,ECE2042,ECE,2
Vihaan Wagh,ECE2043,ECE,2
Gautam Gopalakrishnan,ECE2044,ECE,2
Manav Pandey,ECE2045,ECE,2
Kiara Xavier,ECE2046,ECE,2
Janaki Pillai,ECE2047,ECE,2
Ishita Verma,ECE2048,ECE,2
Prithvi Hegde,ECE2049,ECE,2
Manav Agarwal,ECE2050,ECE,2
Ishan Fernandes,CSM2001,CSM,2
Aditi Ghosh,CSM2002,CSM,2
Karan Naidu,CSM2003,CSM,2
Rahul Iyengar,CSM2004,CSM,2
Ira Sinha,CSM2005,CSM,2
Ayaan Wagh,CSM2006,CSM,2
Bharat Thakur,CSM2007,CSM,2
Kavya Kashyap,CSM2008,CSM,2
Zeenat Varghese,CSM2009,CSM,2
Jai Malhotra,CSM2010,CSM,2
Sahil Pillai,CSM2011,CSM,2
Aisha Lal,CSM2012,CSM,2
Charan Upadhyay,CSM2013,CSM,2
Ishaan Sridhar,CSM2014,CSM,2
Pranav Malhotra,CSM2015,CSM,2
Vineet Kulkarni,CSM2016,CSM,2
Rakesh Kapoor,CSM2017,CSM,2
Neel Dutta,CSM2018,CSM,2
Aisha Shah,CSM2019,CSM,2
Nikhil Dutta,CSM2020,CSM,2
Advait Menon,CSM2021,CSM,2
Nikhil Naidu,CSM2022,CSM,2
Irfan Ghosh,CSM2023,CSM,2
Anish Qureshi,CSM2024,CSM,2
Irfan Kulkarni,CSM2025,CSM,2
Lakshya Jain,CSM2026,CSM,2
Rohan Singh,CSM2027,CSM,2
Gautam Nambiar,CSM2028,CSM,2
Vihaan Malhotra,CSM2029,CSM,2
Gauri Lal,CSM2030,CSM,2
Tara Hegde,CSM2031,CSM,2
Samar Kulkarni,CSM2032,CSM,2
Karan Bose,CSM2033,CSM,2
Jai Gandhi,CSM2034,CSM,2
Rahul Desai,CSM2035,CSM,2
Heena Verma,CSM2036,CSM,2
Charan Verma,CSM2037,CSM,2
Ayaan Upadhyay,CSM2038,CSM,2
Janaki Fernandes,CSM2039,CSM,2
Janaki Thakur,CSM2040,CSM,2
Tara Chakraborty,CSM2041,CSM,2
Ishan Nambiar,CSM2042,CSM,2
Divya Sharma,CSM2043,CSM,2
Amaya Nambiar,CSM2044,CSM,2
Deepak Gopalakrishnan,CSM2045,CSM,2
Arjun Gupta,CSM2046,CSM,2
Advait Kashyap,CSM2047,CSM,2
Darsh Bose,CSM2048,CSM,2
Arnav Sharma,CSM2049,CSM,2
Pavan Nambiar,CSM2050,CSM,2
Isha Ghosh,EEE2001,EEE,2
Irfan Bhatt,EEE2002,EEE,2
Bhavin Acharya,EEE2003,EEE,2
Komal Pandey,EEE2004,EEE,2
Om Desai,EEE2005,EEE,2
Krishna Mehta,EEE2006,EEE,2
Zara Qureshi,EEE2007,EEE,2
Nikhil Saxena,EEE2008,EEE,2
Janaki Varghese,EEE2009,EEE,2
Latha Chopra,EEE2010,EEE,2
Pranav Thakur,EEE2011,EEE,2
Anika Saxena,EEE2012,EEE,2
Neel Nair,EEE2013,EEE,2
Neel Pandey,EEE2014,EEE,2
Krishna Iyengar,EEE2015,EEE,2
Nandini Rastogi,EEE2016,EEE,2
Diya Kulkarni,EEE2017,EEE,2
Komal Qureshi,EEE2018,EEE,2
Veda Khan,EEE2019,EEE,2
Gauri Fernandes,EEE2020,EEE,2
Vineet Karnik,EEE2021,EEE,2
Sanya Fernandes,EEE2022,EEE,2
Shreya Kapoor,EEE2023,EEE,2
Charan Varghese,EEE2024,EEE,2
Zeenat Fernandes,EEE2025,EEE,2
Om Chakraborty,EEE2026,EEE,2
Manav Ojha,EEE2027,EEE,2
Isha Ojha,EEE2028,EEE,2
Ishita Shetty,EEE2029,EEE,2
Aarav Saxena,EEE2030,EEE,2
Krishna Shah,EEE2031,EEE,2
Latha Hiremath,EEE2032,EEE,2
Irfan Thakur,EEE2033,EEE,2
Tara Rastogi,EEE2034,EEE,2
Anika Pandey,EEE2035,EEE,2
Nikhil Qureshi,EEE2036,EEE,2
Jai Sharma,EEE2037,EEE,2
Tushar Gandhi,EEE2038,EEE,2
Esha Reddy,EEE2039,EEE,2
Sanya Hiremath,EEE2040,EEE,2
Dhruv Gandhi,EEE2041,EEE,2
Ritul Shetty,EEE2042,EEE,2
Tanvi Gupta,EEE2043,EEE,2
Tejas Qureshi,EEE2044,EEE,2
Anika Kashyap,EEE2045,EEE,2
Kavya Bhatt,EEE2046,EEE,2
Zoya Kapoor,EEE2047,EEE,2
Yamini Basu,EEE2048,EEE,2
Ishita Iyengar,EEE2049,EEE,2
Anika Dixit,EEE2050,EEE,2
Ishita Zaveri,CIV2001,CIV,2
Anika Zaveri,CIV2002,CIV,2
Nikhil Agarwal,CIV2003,CIV,2
Diya Hiremath,CIV2004,CIV,2
Uday Upadhyay,CIV2005,CIV,2
Amaya Desai,CIV2006,CIV,2
Esha Kashyap,CIV2007,CIV,2
Mira Chakraborty,CIV2008,CIV,2
Shreya Zhao,CIV2009,CIV,2
Samar Patel,CIV2010,CIV,2
Shreya Acharya,CIV2011,CIV,2
Tushar Malhotra,CIV2012,CIV,2
Jaya Kashyap,CIV2013,CIV,2
Meera Fernandes,CIV2014,CIV,2
Tanvi Pandey,CIV2015,CIV,2
Irfan Fernandes,CIV2016,CIV,2
Jaya Mahajan,CIV2017,CIV,2
Sahil Reddy,CIV2018,CIV,2
Darsh Shah,CIV2019,CIV,2
Nandini Mehta,CIV2020,CIV,2
Yash Iyer,CIV2021,CIV,2
Vani Chopra,CIV2022,CIV,2
Charan Sharma,CIV2023,CIV,2
Tanvi Lohia,CIV2024,CIV,2
Divya Malhotra,CIV2025,CIV,2
Darsh Khan,CIV2026,CIV,2
Bhavin Devaraj,CIV2027,CIV,2
Aruna Hiremath,CIV2028,CIV,2
Komal Lal,CIV2029,CIV,2
Akash Gupta,CIV2030,CIV,2
Rohan Rastogi,CIV2031,CIV,2
Mehul Venkatesh,CIV2032,CIV,2
Bhavya Nair,CIV2033,CIV,2
Advait Bhatt,CIV2034,CIV,2
Aruna Karnik,CIV2035,CIV,2
Zubin Chakraborty,CIV2036,CIV,2
Farhan Chopra,CIV2037,CIV,2
Chaitra Chakraborty,CIV2038,CIV,2
Farhan Chakraborty,CIV2039,CIV,2
Tushar Pillai,CIV2040,CIV,2
Mohan Ojha,CIV2041,CIV,2
Pooja Devaraj,CIV2042,CIV,2
Ananya Mehta,CIV2043,CIV,2
Aisha Eapen,CIV2044,CIV,2
Latha Kulkarni,CIV2045,CIV,2
Tara Saxena,CIV2046,CIV,2
Irfan Kashyap,CIV2047,CIV,2
Irfan Kapoor,CIV2048,CIV,2
Naina Dutta,CIV2049,CIV,2
Heena Kashyap,CIV2050,CIV,2
Zubin Kulkarni,MECH2001,MECH,2
Bharat Devaraj,MECH2002,MECH,2
Saanvi Srivastava,MECH2003,MECH,2
Veda Pandey,MECH2004,MECH,2
Pavan Rastogi,MECH2005,MECH,2
Om Mehta,MECH2006,MECH,2
Usha Saxena,MECH2007,MECH,2
Riya Gopalakrishnan,MECH2008,MECH,2
Sanya Desai,MECH2009,MECH,2
Arjun Pandey,MECH2010,MECH,2
Karan Gopalakrishnan,MECH2011,MECH,2
Aarav Malhotra,MECH2012,MECH,2
Rohan Gupta,MECH2013,MECH,2
Esha Mishra,MECH2014,MECH,2
Prithvi Pandey,MECH2015,MECH,2
Chaitra Saxena,MECH2016,MECH,2
Aditi Mehta,MECH2017,MECH,2
Kiara Mishra,MECH2018,MECH,2
Jaya Fernandes,MECH2019,MECH,2
Shaurya Kashyap,MECH2020,MECH,2
Yash Kulkarni,MECH2021,MECH,2
Usha Ghosh,MECH2022,MECH,2
Yug Kashyap,MECH2023,MECH,2
Om Iyengar,MECH2024,MECH,2
Rudra Acharya,MECH2025,MECH,2
Prithvi Lal,MECH2026,MECH,2
Naveen Sen,MECH2027,MECH,2
Chaitra Fernandes,MECH2028,MECH,2
Akash Pandey,MECH2029,MECH,2
Yamini Patel,MECH2030,MECH,2
Isha Jain,MECH2031,MECH,2
Jai Devaraj,MECH2032,MECH,2
Meera Mehta,MECH2033,MECH,2
Charan Acharya,MECH2034,MECH,2
Ira Nambiar,MECH2035,MECH,2
Anika Basu,MECH2036,MECH,2
Heena Gandhi,MECH2037,MECH,2
Gautam Shah,MECH2038,MECH,2
Rudra Sinha,MECH2039,MECH,2
Yash Pandey,MECH2040,MECH,2
Vineet Ojha,MECH2041,MECH,2
Ishita Venkatesh,MECH2042,MECH,2
Ira Agarwal,MECH2043,MECH,2
Prithvi Bhatt,MECH2044,MECH,2
Riya Dutta,MECH2045,MECH,2
Tejas Naidu,MECH2046,MECH,2
Isha Pillai,MECH2047,MECH,2
Deepak Saxena,MECH2048,MECH,2
Shreya Iyer,MECH2049,MECH,2
Rakesh Rastogi,MECH2050,MECH,2
Yash Varghese,CSD2001,CSD,2
Zubin Acharya,CSD2002,CSD,2
Ayaan Trivedi,CSD2003,CSD,2
Bharat Jain,CSD2004,CSD,2
Yash Reddy,CSD2005,CSD,2
Ayaan Gandhi,CSD2006,CSD,2
Bharat Sen,CSD2007,CSD,2
Janaki Chandra,CSD2008,CSD,2
Bhavya Dutta,CSD2009,CSD,2
Usha Eapen,CSD2010,CSD,2
Rahul Bhatt,CSD2011,CSD,2
Samar Nair,CSD2012,CSD,2
Jai Xavier,CSD2013,CSD,2
