name,roll_no,branch,year
Student CSD 1 5,CSD10095,CSD,1
Student CSD 1 6,CSD10096,CSD,1
Student CSD 1 7,CSD10097,CSD,1
Student CSD 1 8,CSD10098,CSD,1
Student CSD 1 9,CSD10099,CSD,1
Student CSD 1 10,CSD10100,CSD,1
Student CSD 1 11,CSD10101,CSD,1
Student CSD 1 12,CSD10102,CSD,1
Student CSD 1 13,CSD10103,CSD,1
Student CSD 1 14,CSD10104,CSD,1
Student CSD 1 15,CSD10105,CSD,1
Student CSE 2 1,CSE20106,CSE,2
Student CSE 2 2,CSE20107,CSE,2
Student CSE 2 3,CSE20108,CSE,2
Student CSE 2 4,CSE20109,CSE,2
Student CSE 2 5,CSE20110,CSE,2
Student CSE 2 6,CSE20111,CSE,2
Student CSE 2 7,CSE20112,CSE,2
Student CSE 2 8,CSE20113,CSE,2
Student CSE 2 9,CSE20114,CSE,2
Student CSE 2 10,CSE20115,CSE,2
Student CSE 2 11,CSE20116,CSE,2
Student CSE 2 12,CSE20117,CSE,2
Student CSE 2 13,CSE20118,CSE,2
Student CSE 2 14,CSE20119,CSE,2
Student CSE 2 15,CSE20120,CSE,2
Student ECE 2 1,ECE20121,ECE,2
Student ECE 2 2,ECE20122,ECE,2
Student ECE 2 3,ECE20123,ECE,2
Student ECE 2 4,ECE20124,ECE,2
Student ECE 2 5,ECE20125,ECE,2
Student ECE 2 6,ECE20126,ECE,2
Student ECE 2 7,ECE20127,ECE,2
Student ECE 2 8,ECE20128,ECE,2
Student ECE 2 9,ECE20129,ECE,2
Student ECE 2 10,ECE20130,ECE,2
Student ECE 2 11,ECE20131,ECE,2
Student ECE 2 12,ECE20132,ECE,2
Student ECE 2 13,ECE20133,ECE,2
Student ECE 2 14,ECE20134,ECE,2
Student ECE 2 15,ECE20135,ECE,2
Student CSM 2 1,CSM20136,CSM,2
Student CSM 2 2,CSM20137,CSM,2
Student CSM 2 3,CSM20138,CSM,2
Student CSM 2 4,CSM20139,CSM,2
Student CSM 2 5,CSM20140,CSM,2
Student CSM 2 6,CSM20141,CSM,2
Student CSM 2 7,CSM20142,CSM,2
Student CSM 2 8,CSM20143,CSM,2
Student CSM 2 9,CSM20144,CSM,2
Student CSM 2 10,CSM20145,CSM,2
Student CSM 2 11,CSM20146,CSM,2
Student CSM 2 12,CSM20147,CSM,2
Student CSM 2 13,CSM20148,CSM,2
Student CSM 2 14,CSM20149,CSM,2
Student CSM 2 15,CSM20150,CSM,2
Student EEE 2 1,EEE20151,EEE,2
Student EEE 2 2,EEE20152,EEE,2
Student EEE 2 3,EEE20153,EEE,2
Student EEE 2 4,EEE20154,EEE,2
Student EEE 2 5,EEE20155,EEE,2
Student EEE 2 6,EEE20156,EEE,2
Student EEE 2 7,EEE20157,EEE,2
Student EEE 2 8,EEE20158,EEE,2
Student EEE 2 9,EEE20159,EEE,2
Student EEE 2 10,EEE20160,EEE,2
Student EEE 2 11,EEE20161,EEE,2
Student EEE 2 12,EEE20162,EEE,2
Student EEE 2 13,EEE20163,EEE,2
Student EEE 2 14,EEE20164,EEE,2
Student EEE 2 15,EEE20165,EEE,2
Student CIV 2 1,CIV20166,CIV,2
Student CIV 2 2,CIV20167,CIV,2
Student CIV 2 3,CIV20168,CIV,2
Student CIV 2 4,CIV20169,CIV,2
Student CIV 2 5,CIV20170,CIV,2
Student CIV 2 6,CIV20171,CIV,2
Student CIV 2 7,CIV20172,CIV,2
Student CIV 2 8,CIV20173,CIV,2
Student CIV 2 9,CIV20174,CIV,2
Student CIV 2 10,CIV20175,CIV,2
Student CIV 2 11,CIV20176,CIV,2
Student CIV 2 12,CIV20177,CIV,2
Student CIV 2 13,CIV20178,CIV,2
Student CIV 2 14,CIV20179,CIV,2
Student CIV 2 15,CIV20180,CIV,2
Student MECH 2 1,MECH20181,MECH,2
Student MECH 2 2,MECH20182,MECH,2
Student MECH 2 3,MECH20183,MECH,2
Student MECH 2 4,MECH20184,MECH,2
Student MECH 2 5,MECH20185,MECH,2
Student MECH 2 6,MECH20186,MECH,2
Student MECH 2 7,MECH20187,MECH,2
Student MECH 2 8,MECH20188,MECH,2
Student MECH 2 9,MECH20189,MECH,2
Student MECH 2 10,MECH20190,MECH,2
Student MECH 2 11,MECH20191,MECH,2
Student MECH 2 12,MECH20192,MECH,2
Student MECH 2 13,MECH20193,MECH,2
Student MECH 2 14,MECH20194,MECH,2
Student MECH 2 15,MECH20195,MECH,2
Student CSD 2 1,CSD20196,CSD,2
Student CSD 2 2,CSD20197,CSD,2
Student CSD 2 3,CSD20198,CSD,2
Student CSD 2 4,CSD20199,CSD,2
Student CSD 2 5,CSD20200,CSD,2
Student CSD 2 6,CSD20201,CSD,2
Student CSD 2 7,CSD20202,CSD,2
Student CSD 2 8,CSD20203,CSD,2
Student CSD 2 9,CSD20204,CSD,2
Student CSD 2 10,CSD20205,CSD,2
Student CSD 2 11,CSD20206,CSD,2
Student CSD 2 12,CSD20207,CSD,2
Student CSD 2 13,CSD20208,CSD,2
Student CSD 2 14,CSD20209,CSD,2
Student CSD 2 15,CSD20210,CSD,2
Student CSE 3 1,CSE30211,CSE,3
Student CSE 3 2,CSE30212,CSE,3
Student CSE 3 3,CSE30213,CSE,3
Student CSE 3 4,CSE30214,CSE,3
Student CSE 3 5,CSE30215,CSE,3
Student CSE 3 6,CSE30216,CSE,3
Student CSE 3 7,CSE30217,CSE,3
Student CSE 3 8,CSE30218,CSE,3
Student CSE 3 9,CSE30219,CSE,3
Student CSE 3 10,CSE30220,CSE,3
Student CSE 3 11,CSE30221,CSE,3
Student CSE 3 12,CSE30222,CSE,3
Student CSE 3 13,CSE30223,CSE,3
Student CSE 3 14,CSE30224,CSE,3
Student CSE 3 15,CSE30225,CSE,3
Student ECE 3 1,ECE30226,ECE,3
Student ECE 3 2,ECE30227,ECE,3
Student ECE 3 3,ECE30228,ECE,3
Student ECE 3 4,ECE30229,ECE,3
Student ECE 3 5,ECE30230,ECE,3
Student ECE 3 6,ECE30231,ECE,3
Student ECE 3 7,ECE30232,ECE,3
Student ECE 3 8,ECE30233,ECE,3
Student ECE 3 9,ECE30234,ECE,3
Student ECE 3 10,ECE30235,ECE,3
Student ECE 3 11,ECE30236,ECE,3
Student ECE 3 12,ECE30237,ECE,3
Student ECE 3 13,ECE30238,ECE,3
Student ECE 3 14,ECE30239,ECE,3
Student ECE 3 15,ECE30240,ECE,3
Student CSM 3 1,CSM30241,CSM,3
Student CSM 3 2,CSM30242,CSM,3
Student CSM 3 3,CSM30243,CSM,3
Student CSM 3 4,CSM30244,CSM,3
Student CSM 3 5,CSM30245,CSM,3
Student CSM 3 6,CSM30246,CSM,3
Student CSM 3 7,CSM30247,CSM,3
Student CSM 3 8,CSM30248,CSM,3
Student CSM 3 9,CSM30249,CSM,3
Student CSM 3 10,CSM30250,CSM,3
Student CSM 3 11,CSM30251,CSM,3
Student CSM 3 12,CSM30252,CSM,3
Student CSM 3 13,CSM30253,CSM,3
Student CSM 3 14,CSM30254,CSM,3
Student CSM 3 15,CSM30255,CSM,3
Student EEE 3 1,EEE30256,EEE,3
Student EEE 3 2,EEE30257,EEE,3
Student EEE 3 3,EEE30258,EEE,3
Student EEE 3 4,EEE30259,EEE,3
Student EEE 3 5,EEE30260,EEE,3
Student EEE 3 6,EEE30261,EEE,3
Student EEE 3 7,EEE30262,EEE,3
Student EEE 3 8,EEE30263,EEE,3
Student EEE 3 9,EEE30264,EEE,3
Student EEE 3 10,EEE30265,EEE,3
Student EEE 3 11,EEE30266,EEE,3
Student EEE 3 12,EEE30267,EEE,3
Student EEE 3 13,EEE30268,EEE,3
Student EEE 3 14,EEE30269,EEE,3
Student EEE 3 15,EEE30270,EEE,3
Student CIV 3 1,CIV30271,CIV,3
Student CIV 3 2,CIV30272,CIV,3
Student CIV 3 3,CIV30273,CIV,3
Student CIV 3 4,CIV30274,CIV,3
Student CIV 3 5,CIV30275,CIV,3
Student CIV 3 6,CIV30276,CIV,3
Student CIV 3 7,CIV30277,CIV,3
Student CIV 3 8,CIV30278,CIV,3
Student CIV 3 9,CIV30279,CIV,3
Student CIV 3 10,CIV30280,CIV,3
Student CIV 3 11,CIV30281,CIV,3
Student CIV 3 12,CIV30282,CIV,3
Student CIV 3 13,CIV30283,CIV,3
Student CIV 3 14,CIV30284,CIV,3
Student CIV 3 15,CIV30285,CIV,3
Student MECH 3 1,MECH30286,MECH,3
Student MECH 3 2,MECH30287,MECH,3
Student MECH 3 3,MECH30288,MECH,3
Student MECH 3 4,MECH30289,MECH,3
Student MECH 3 5,MECH30290,MECH,3
Student MECH 3 6,MECH30291,MECH,3
Student MECH 3 7,MECH30292,MECH,3
Student MECH 3 8,MECH30293,MECH,3
Student MECH 3 9,MECH30294,MECH,3
Student MECH 3 10,MECH30295,MECH,3
Student MECH 3 11,MECH30296,MECH,3
Student MECH 3 12,MECH30297,MECH,3
Student MECH 3 13,MECH30298,MECH,3
Student MECH 3 14,MECH30299,MECH,3
Student MECH 3 15,MECH30300,MECH,3
Student CSD 3 1,CSD30301,CSD,3
Student CSD 3 2,CSD30302,CSD,3
Student CSD 3 3,CSD30303,CSD,3
Student CSD 3 4,CSD30304,CSD,3
Student CSD 3 5,CSD30305,CSD,3
Student CSD 3 6,CSD30306,CSD,3
Student CSD 3 7,CSD30307,CSD,3
Student CSD 3 8,CSD30308,CSD,3
Student CSD 3 9,CSD30309,CSD,3
Student CSD 3 10,CSD30310,CSD,3
Student CSD 3 11,CSD30311,CSD,3
Student CSD 3 12,CSD30312,CSD,3
Student CSD 3 13,CSD30313,CSD,3
Student CSD 3 14,CSD30314,CSD,3
Student CSD 3 15,CSD30315,CSD,3
Student CSE 4 1,CSE40316,CSE,4
Student CSE 4 2,CSE40317,CSE,4
Student CSE 4 3,CSE40318,CSE,4
Student CSE 4 4,CSE40319,CSE,4
Student CSE 4 5,CSE40320,CSE,4
Student CSE 4 6,CSE40321,CSE,4
Student CSE 4 7,CSE40322,CSE,4
Student CSE 4 8,CSE40323,CSE,4
Student CSE 4 9,CSE40324,CSE,4
Student CSE 4 10,CSE40325,CSE,4
Student CSE 4 11,CSE40326,CSE,4
Student CSE 4 12,CSE40327,CSE,4
Student CSE 4 13,CSE40328,CSE,4
Student CSE 4 14,CSE40329,CSE,4
Student CSE 4 15,CSE40330,CSE,4
Student ECE 4 1,ECE40331,ECE,4
Student ECE 4 2,ECE40332,ECE,4
Student ECE 4 3,ECE40333,ECE,4
Student ECE 4 4,ECE40334,ECE,4
Student ECE 4 5,ECE40335,ECE,4
Student ECE 4 6,ECE40336,ECE,4
Student ECE 4 7,ECE40337,ECE,4
Student ECE 4 8,ECE40338,ECE,4
Student ECE 4 9,ECE40339,ECE,4
Student ECE 4 10,ECE40340,ECE,4
Student ECE 4 11,ECE40341,ECE,4
Student ECE 4 12,ECE40342,ECE,4
Student ECE 4 13,ECE40343,ECE,4
Student ECE 4 14,ECE40344,ECE,4
Student ECE 4 15,ECE40345,ECE,4
Student CSM 4 1,CSM40346,CSM,4
Student CSM 4 2,CSM40347,CSM,4
Student CSM 4 3,CSM40348,CSM,4
Student CSM 4 4,CSM40349,CSM,4
Student CSM 4 5,CSM40350,CSM,4
Student CSM 4 6,CSM40351,CSM,4
Student CSM 4 7,CSM40352,CSM,4
Student CSM 4 8,CSM40353,CSM,4
Student CSM 4 9,CSM40354,CSM,4
Student CSM 4 10,CSM40355,CSM,4
Student CSM 4 11,CSM40356,CSM,4
Student CSM 4 12,CSM40357,CSM,4
Student CSM 4 13,CSM40358,CSM,4
Student CSM 4 14,CSM40359,CSM,4
Student CSM 4 15,CSM40360,CSM,4
Student EEE 4 1,EEE40361,EEE,4
Student EEE 4 2,EEE40362,EEE,4
Student EEE 4 3,EEE40363,EEE,4
Student EEE 4 4,EEE40364,EEE,4
Student EEE 4 5,EEE40365,EEE,4
Student EEE 4 6,EEE40366,EEE,4
Student EEE 4 7,EEE40367,EEE,4
Student EEE 4 8,EEE40368,EEE,4
Student EEE 4 9,EEE40369,EEE,4
Student EEE 4 10,EEE40370,EEE,4
Student EEE 4 11,EEE40371,EEE,4
Student EEE 4 12,EEE40372,EEE,4
Student EEE 4 13,EEE40373,EEE,4
Student EEE 4 14,EEE40374,EEE,4
Student EEE 4 15,EEE40375,EEE,4
Student CIV 4 1,CIV40376,CIV,4
Student CIV 4 2,CIV40377,CIV,4
Student CIV 4 3,CIV40378,CIV,4
Student CIV 4 4,CIV40379,CIV,4
Student CIV 4 5,CIV40380,CIV,4
Student CIV 4 6,CIV40381,CIV,4
Student CIV 4 7,CIV40382,CIV,4
Student CIV 4 8,CIV40383,CIV,4
Student CIV 4 9,CIV40384,CIV,4
Student CIV 4 10,CIV40385,CIV,4
Student CIV 4 11,CIV40386,CIV,4
Student CIV 4 12,CIV40387,CIV,4
Student CIV 4 13,CIV40388,CIV,4
Student CIV 4 14,CIV40389,CIV,4
Student CIV 4 15,CIV40390,CIV,4
Student MECH 4 1,MECH40391,MECH,4
Student MECH 4 2,MECH40392,MECH,4
Student MECH 4 3,MECH40393,MECH,4
Student MECH 4 4,MECH40394,MECH,4
Student MECH 4 5,MECH40395,MECH,4
Student MECH 4 6,MECH40396,MECH,4
Student MECH 4 7,MECH40397,MECH,4
Student MECH 4 8,MECH40398,MECH,4
Student MECH 4 9,MECH40399,MECH,4
Student MECH 4 10,MECH40400,MECH,4
Student MECH 4 11,MECH40401,MECH,4
Student MECH 4 12,MECH40402,MECH,4
Student MECH 4 13,MECH40403,MECH,4
Student MECH 4 14,MECH40404,MECH,4
Student MECH 4 15,MECH40405,MECH,4
Student CSD 4 1,CSD40406,CSD,4
Student CSD 4 2,CSD40407,CSD,4
Student CSD 4 3,CSD40408,CSD,4
Student CSD 4 4,CSD40409,CSD,4
Student CSD 4 5,CSD40410,CSD,4
Student CSD 4 6,CSD40411,CSD,4
Student CSD 4 7,CSD40412,CSD,4
Student CSD 4 8,CSD40413,CSD,4
Student CSD 4 9,CSD40414,CSD,4
Student CSD 4 10,CSD40415,CSD,4
Student CSD 4 11,CSD40416,CSD,4
Student CSD 4 12,CSD40417,CSD,4
Student CSD 4 13,CSD40418,CSD,4
Student CSD 4 14,CSD40419,CSD,4
Student CSD 4 15,CSD40420,CSD,4
